4.11,0.84,18.87,14.24,0.84,0.0,2.13,9.49,41.61,32.44,3.76,1.71,30.87,10.33,60.47,46.67,4.6,1.1
2.78,0.43,20.63,17.94,0.62,0.16,20.71,4.94,47.7,35.65,3.56,1.09,23.49,5.37,68.33,53.58,4.18,1.1
